Nombre,Habilidades,Resistance vs Bug,Resistance vs Dark,Resistance vs Dragon,Resistance vs Electric,Resistance vs Fairy,Resistance vs Fighting,Resistance vs Fire,Resistance vs Flying,Resistance vs Ghost,Resistance vs Grass,Resistance vs Ground,Resistance vs Ice,Resistance vs Normal,Resistance vs Poison,Resistance vs Psychic,Resistance vs Rock,Resistance vs Steel,Resistance vs Water,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Aron,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,330,180.0,100,0.4,50,304,40,40,30,Steel,Rock,60.0,3,0
Lairon,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,430,90.0,140,0.9,60,305,50,50,40,Steel,Rock,120.0,3,0
Aggron,"Sturdy, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,630,45.0,230,2.1,70,306,60,80,50,Steel,Rock,360.0,3,0
Meditite,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,280,180.0,55,0.6,30,307,40,55,60,Fighting,Psychic,11.2,3,0
Medicham,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,510,90.0,85,1.3,60,308,80,85,100,Fighting,Psychic,31.5,3,0
Electrike,"Static, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,295,120.0,40,0.6,40,309,65,40,65,Electric,None,15.2,3,0
Manectric,"Static, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,575,45.0,80,1.5,70,310,135,80,135,Electric,None,40.2,3,0
Plusle,"Plus, Lightningrod",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,405,200.0,40,0.4,60,311,85,75,95,Electric,None,4.2,3,0
Minun,"Minus, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,405,200.0,50,0.4,60,312,75,85,95,Electric,None,4.2,3,0
Volbeat,"Illuminate, Swarm, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,430,150.0,75,0.7,65,313,47,85,85,Bug,None,17.7,3,0
Illumise,"Oblivious, Tinted Lens, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,430,150.0,75,0.6,65,314,73,85,85,Bug,None,17.7,3,0
Roselia,"Natural Cure, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,400,150.0,45,0.3,50,315,100,80,65,Grass,Poison,2.0,3,0
Gulpin,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,302,225.0,53,0.4,70,316,43,53,40,Poison,None,10.3,3,0
Swalot,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,467,75.0,83,1.7,100,317,73,83,55,Poison,None,80.0,3,0
Carvanha,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,305,225.0,20,0.8,45,318,65,20,65,Water,Dark,20.8,3,0
Sharpedo,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,560,60.0,70,1.8,70,319,110,65,105,Water,Dark,88.8,3,0
Wailmer,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,400,125.0,35,2.0,130,320,70,35,60,Water,None,130.0,3,0
Wailord,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,500,60.0,45,14.5,170,321,90,45,60,Water,None,398.0,3,0
Numel,"Oblivious, Simple, Own Tempo",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,305,255.0,40,0.7,60,322,65,45,35,Fire,Ground,24.0,3,0
Camerupt,"Magma Armor, Solid Rock, Anger Point",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,560,150.0,100,1.9,70,323,145,105,20,Fire,Ground,220.0,3,0
Torkoal,"White Smoke, Drought, Shell Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,470,90.0,140,0.5,70,324,85,70,20,Fire,None,80.4,3,0
Spoink,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,330,255.0,35,0.7,60,325,70,80,60,Psychic,None,30.6,3,0
Grumpig,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,470,60.0,65,0.9,80,326,90,110,80,Psychic,None,71.5,3,0
Spinda,"Own Tempo, Tangled Feet, Contrary",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,360,255.0,60,1.1,60,327,60,60,60,Normal,None,5.0,3,0
Trapinch,"Hyper Cutter, Arena Trap, Sheer Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,290,255.0,45,0.7,45,328,45,45,10,Ground,None,15.0,3,0
Vibrava,Levitate,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,340,120.0,50,1.1,50,329,50,50,70,Ground,Dragon,15.3,3,0
Flygon,Levitate,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,520,45.0,80,2.0,80,330,80,80,100,Ground,Dragon,82.0,3,0
Cacnea,"Sand Veil, Water Absorb",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,335,190.0,40,0.4,50,331,85,40,35,Grass,None,51.3,3,0
Cacturne,"Sand Veil, Water Absorb",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,475,60.0,60,1.3,70,332,115,60,55,Grass,Dark,77.4,3,0
Swablu,"Natural Cure, Cloud Nine",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,310,255.0,60,0.4,45,333,40,75,50,Normal,Flying,1.2,3,0
Altaria,"Natural Cure, Cloud Nine",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,590,45.0,110,1.1,75,334,110,105,80,Dragon,Flying,20.6,3,0
Zangoose,"Immunity, Toxic Boost",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,458,90.0,60,1.3,73,335,60,60,90,Normal,None,40.3,3,0
Seviper,"Shed Skin, Infiltrator",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,458,90.0,60,2.7,73,336,100,60,65,Poison,None,52.5,3,0
Lunatone,Levitate,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,460,45.0,65,1.0,90,337,95,85,70,Rock,Psychic,168.0,3,0
Solrock,Levitate,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,460,45.0,85,1.2,90,338,55,65,70,Rock,Psychic,154.0,3,0
Barboach,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,288,190.0,43,0.4,50,339,46,41,60,Water,Ground,1.9,3,0
Whiscash,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,468,75.0,73,0.9,110,340,76,71,60,Water,Ground,23.6,3,0
Corphish,"Hyper Cutter, Shell Armor, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,308,205.0,65,0.6,43,341,50,35,35,Water,None,11.5,3,0
Crawdaunt,"Hyper Cutter, Shell Armor, Adaptability",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,468,155.0,85,1.1,63,342,90,55,55,Water,Dark,32.8,3,0
Baltoy,Levitate,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,300,255.0,55,0.5,40,343,40,70,55,Ground,Psychic,21.5,3,0
Claydol,Levitate,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,500,90.0,105,1.5,60,344,70,120,75,Ground,Psychic,108.0,3,0
Lileep,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,355,45.0,77,1.0,66,345,61,87,23,Rock,Grass,23.8,3,0
Cradily,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,495,45.0,97,1.5,86,346,81,107,43,Rock,Grass,60.4,3,0
Anorith,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,355,45.0,50,0.7,45,347,40,50,75,Rock,Bug,12.5,3,0
Armaldo,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,495,45.0,100,1.5,75,348,70,80,45,Rock,Bug,68.2,3,0
Feebas,"Swift Swim, Oblivious, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,200,255.0,20,0.6,20,349,10,55,80,Water,None,7.4,3,0
Milotic,"Marvel Scale, Competitive, Cute Charm",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,540,60.0,79,6.2,95,350,100,125,81,Water,None,162.0,3,0
Castform,Forecast,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,420,45.0,70,0.3,70,351,70,70,70,Normal,None,0.8,3,0
Kecleon,"Color Change, Protean",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,440,200.0,70,1.0,60,352,60,120,40,Normal,None,22.0,3,0
Shuppet,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,295,225.0,35,0.6,44,353,63,33,45,Ghost,None,2.3,3,0
Banette,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,555,45.0,75,1.1,64,354,93,83,75,Ghost,None,12.5,3,0
Duskull,"Levitate, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,295,190.0,90,0.8,20,355,30,90,25,Ghost,None,15.0,3,0
Dusclops,"Pressure, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,455,90.0,130,1.6,40,356,60,130,25,Ghost,None,30.6,3,0
Tropius,"Chlorophyll, Solar Power, Harvest",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,460,200.0,83,2.0,99,357,72,87,51,Grass,Flying,100.0,3,0
Chimecho,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,455,45.0,80,0.6,75,358,95,90,65,Psychic,None,1.0,3,0
Absol,"Pressure, Super Luck, Justified",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,565,30.0,60,1.2,65,359,115,60,115,Dark,None,47.0,3,0
Wynaut,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,260,125.0,48,0.6,95,360,23,48,23,Psychic,None,14.0,3,0
Snorunt,"Inner Focus, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,300,190.0,50,0.7,50,361,50,50,50,Ice,None,16.8,3,0
Glalie,"Inner Focus, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,580,75.0,80,1.5,80,362,120,80,100,Ice,None,256.5,3,0
Spheal,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,290,255.0,50,0.8,70,363,55,50,25,Ice,Water,39.5,3,0
Sealeo,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,410,120.0,70,1.1,90,364,75,70,45,Ice,Water,87.6,3,0
Walrein,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,530,45.0,90,1.4,110,365,95,90,65,Ice,Water,150.6,3,0
Clamperl,"Shell Armor, Rattled",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,345,255.0,85,0.4,35,366,74,55,32,Water,None,52.5,3,0
Huntail,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,485,60.0,105,1.7,55,367,94,75,52,Water,None,27.0,3,0
Gorebyss,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,485,60.0,105,1.8,55,368,114,75,52,Water,None,22.6,3,0
Relicanth,"Swift Swim, Rock Head, Sturdy",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,485,25.0,130,1.0,100,369,45,65,55,Water,Rock,23.4,3,0
Luvdisc,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,330,225.0,55,0.6,43,370,40,65,97,Water,None,8.7,3,0
Bagon,"Rock Head, Sheer Force",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,300,45.0,60,0.6,45,371,40,30,50,Dragon,None,42.1,3,0
Shelgon,"Rock Head, Overcoat",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,420,45.0,100,1.1,65,372,60,50,50,Dragon,None,110.5,3,0
Salamence,"Intimidate, Moxie",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,700,45.0,130,1.5,95,373,120,90,120,Dragon,Flying,102.6,3,0
Beldum,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,300,3.0,80,0.6,40,374,35,60,30,Steel,Psychic,95.2,3,0
Metang,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,420,3.0,100,1.2,60,375,55,80,50,Steel,Psychic,202.5,3,0
Metagross,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,700,3.0,150,1.6,80,376,105,110,110,Steel,Psychic,550.0,3,0
Regirock,"Clear Body, Sturdy",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,580,3.0,200,1.7,80,377,50,100,50,Rock,None,230.0,3,1
Regice,"Clear Body, Ice Body",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,580,3.0,100,1.8,80,378,100,200,50,Ice,None,175.0,3,1
Registeel,"Clear Body, Light Metal",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,580,3.0,150,1.9,80,379,75,150,50,Steel,None,205.0,3,1
Latias,Levitate,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,700,3.0,120,1.4,80,380,140,150,110,Dragon,Psychic,40.0,3,1
Latios,Levitate,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,700,3.0,100,2.0,80,381,160,120,110,Dragon,Psychic,60.0,3,1
Kyogre,Drizzle,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,770,3.0,90,4.5,100,382,180,160,90,Water,None,352.0,3,1
Groudon,Drought,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,770,3.0,160,3.5,100,383,150,90,90,Ground,None,950.0,3,1
Rayquaza,Air Lock,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,780,45.0,100,7.0,105,384,180,100,115,Dragon,Flying,206.5,3,1
Jirachi,Serene Grace,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,600,3.0,100,0.3,100,385,100,100,100,Steel,Psychic,1.1,3,1
Deoxys,Pressure,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,600,3.0,90,1.7,50,386,95,90,180,Psychic,None,60.8,3,1
Turtwig,"Overgrow, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,318,45.0,64,0.4,55,387,45,55,31,Grass,None,10.2,4,0
Grotle,"Overgrow, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,405,45.0,85,1.1,75,388,55,65,36,Grass,None,97.0,4,0
Torterra,"Overgrow, Shell Armor",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,525,45.0,105,2.2,95,389,75,85,56,Grass,Ground,310.0,4,0
Chimchar,"Blaze, Iron Fist",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,309,45.0,44,0.5,44,390,58,44,61,Fire,None,6.2,4,0
Monferno,"Blaze, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,405,45.0,52,0.9,64,391,78,52,81,Fire,Fighting,22.0,4,0
Infernape,"Blaze, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,534,45.0,71,1.2,76,392,104,71,108,Fire,Fighting,55.0,4,0
Piplup,"Torrent, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,314,45.0,53,0.4,53,393,61,56,40,Water,None,5.2,4,0
Prinplup,"Torrent, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,405,45.0,68,0.8,64,394,81,76,50,Water,None,23.0,4,0
Empoleon,"Torrent, Defiant",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,530,45.0,88,1.7,84,395,111,101,60,Water,Steel,84.5,4,0
Starly,"Keen Eye, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,245,255.0,30,0.3,40,396,30,30,60,Normal,Flying,2.0,4,0
Staravia,"Intimidate, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,340,120.0,50,0.6,55,397,40,40,80,Normal,Flying,15.5,4,0
Staraptor,"Intimidate, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,485,45.0,70,1.2,85,398,50,60,100,Normal,Flying,24.9,4,0
Bidoof,"Simple, Unaware, Moody",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,250,255.0,40,0.5,59,399,35,40,31,Normal,None,20.0,4,0
Bibarel,"Simple, Unaware, Moody",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,410,127.0,60,1.0,79,400,55,60,71,Normal,Water,31.5,4,0
Kricketot,"Shed Skin, Run Away",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,194,255.0,41,0.3,37,401,25,41,25,Bug,None,2.2,4,0
Kricketune,"Swarm, Technician",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,384,45.0,51,1.0,77,402,55,51,65,Bug,None,25.5,4,0
Shinx,"Rivalry, Intimidate, Guts",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,263,235.0,34,0.5,45,403,40,34,45,Electric,None,9.5,4,0
Luxio,"Rivalry, Intimidate, Guts",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,363,120.0,49,0.9,60,404,60,49,60,Electric,None,30.5,4,0
Luxray,"Rivalry, Intimidate, Guts",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,523,45.0,79,1.4,80,405,95,79,70,Electric,None,42.0,4,0
Budew,"Natural Cure, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,280,255.0,35,0.2,40,406,50,70,55,Grass,Poison,1.2,4,0
Roserade,"Natural Cure, Poison Point, Technician",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,515,75.0,65,0.9,60,407,125,105,90,Grass,Poison,14.5,4,0
