Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Delcatty,"Cute Charm, Normalize, Wonder Skin",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,400,60.0,65,1.1,70,301,55,55,90,Normal,,32.6,3,0
Sableye,"Vista Lince, Stall, Prankster",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,480,45.0,125,0.5,50,302,85,115,20,Siniestro,Fantasma,11.0,3,0
Mawile,"Hyper Cutter, Intimidación, Sheer Force",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,480,45.0,125,0.6,50,303,55,95,50,Acero,Hada,11.5,3,0
Aron,"Robustez, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,330,180.0,100,0.4,50,304,40,40,30,Acero,Roca,60.0,3,0
Lairon,"Robustez, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,430,90.0,140,0.9,60,305,50,50,40,Acero,Roca,120.0,3,0
Aggron,"Robustez, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,630,45.0,230,2.1,70,306,60,80,50,Acero,Roca,360.0,3,0
Meditite,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,280,180.0,55,0.6,30,307,40,55,60,Lucha,Psíquico,11.2,3,0
Medicham,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,510,90.0,85,1.3,60,308,80,85,100,Lucha,Psíquico,31.5,3,0
Electrike,"Electricidad Estática, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,295,120.0,40,0.6,40,309,65,40,65,Eléctrico,,15.2,3,0
Manectric,"Electricidad Estática, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,575,45.0,80,1.5,70,310,135,80,135,Eléctrico,,40.2,3,0
Plusle,"Plus, Lightningrod",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,405,200.0,40,0.4,60,311,85,75,95,Eléctrico,,4.2,3,0
Minun,"Minus, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,405,200.0,50,0.4,60,312,75,85,95,Eléctrico,,4.2,3,0
Volbeat,"Illuminate, Enjambre, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,430,150.0,75,0.7,65,313,47,85,85,Bicho,,17.7,3,0
Illumise,"Oblivious, Cromolente, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,430,150.0,75,0.6,65,314,73,85,85,Bicho,,17.7,3,0
Roselia,"Cura Natural, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,400,150.0,45,0.3,50,315,100,80,65,Planta,Veneno,2.0,3,0
Gulpin,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,302,225.0,53,0.4,70,316,43,53,40,Veneno,,10.3,3,0
Swalot,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,467,75.0,83,1.7,100,317,73,83,55,Veneno,,80.0,3,0
Carvanha,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,305,225.0,20,0.8,45,318,65,20,65,Agua,Siniestro,20.8,3,0
Sharpedo,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,560,60.0,70,1.8,70,319,110,65,105,Agua,Siniestro,88.8,3,0
Wailmer,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,400,125.0,35,2.0,130,320,70,35,60,Agua,,130.0,3,0
Wailord,"Water Veil, Oblivious, Pressure",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,500,60.0,45,14.5,170,321,90,45,60,Agua,,398.0,3,0
Numel,"Oblivious, Simple, Own Tempo",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,305,255.0,40,0.7,60,322,65,45,35,Fuego,Tierra,24.0,3,0
Camerupt,"Magma Armor, Solid Rock, Anger Point",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,560,150.0,100,1.9,70,323,145,105,20,Fuego,Tierra,220.0,3,0
Torkoal,"White Smoke, Drought, Shell Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,470,90.0,140,0.5,70,324,85,70,20,Fuego,,80.4,3,0
Spoink,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,330,255.0,35,0.7,60,325,70,80,60,Psíquico,,30.6,3,0
Grumpig,"Thick Fat, Own Tempo, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,470,60.0,65,0.9,80,326,90,110,80,Psíquico,,71.5,3,0
Spinda,"Own Tempo, Tanteo, Contrary",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,360,255.0,60,1.1,60,327,60,60,60,Normal,,5.0,3,0
Trapinch,"Hyper Cutter, Arena Trap, Sheer Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,290,255.0,45,0.7,45,328,45,45,10,Tierra,,15.0,3,0
Vibrava,Levitación,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,340,120.0,50,1.1,50,329,50,50,70,Tierra,Dragón,15.3,3,0
Flygon,Levitación,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,520,45.0,80,2.0,80,330,80,80,100,Tierra,Dragón,82.0,3,0
Cacnea,"Velo Arena, Water Absorb",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,335,190.0,40,0.4,50,331,85,40,35,Planta,,51.3,3,0
Cacturne,"Velo Arena, Water Absorb",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,475,60.0,60,1.3,70,332,115,60,55,Planta,Siniestro,77.4,3,0
Swablu,"Cura Natural, Cloud Nine",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,310,255.0,60,0.4,45,333,40,75,50,Normal,Volador,1.2,3,0
Altaria,"Cura Natural, Cloud Nine",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,590,45.0,110,1.1,75,334,110,105,80,Dragón,Volador,20.6,3,0
Zangoose,"Immunity, Toxic Boost",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,458,90.0,60,1.3,73,335,60,60,90,Normal,,40.3,3,0
Seviper,"Mudar, Infiltrator",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,458,90.0,60,2.7,73,336,100,60,65,Veneno,,52.5,3,0
Lunatone,Levitación,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,460,45.0,65,1.0,90,337,95,85,70,Roca,Psíquico,168.0,3,0
Solrock,Levitación,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,460,45.0,85,1.2,90,338,55,65,70,Roca,Psíquico,154.0,3,0
Barboach,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,288,190.0,43,0.4,50,339,46,41,60,Agua,Tierra,1.9,3,0
Whiscash,"Oblivious, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,468,75.0,73,0.9,110,340,76,71,60,Agua,Tierra,23.6,3,0
Corphish,"Hyper Cutter, Shell Armor, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,308,205.0,65,0.6,43,341,50,35,35,Agua,,11.5,3,0
Crawdaunt,"Hyper Cutter, Shell Armor, Adaptability",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,468,155.0,85,1.1,63,342,90,55,55,Agua,Siniestro,32.8,3,0
Baltoy,Levitación,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,300,255.0,55,0.5,40,343,40,70,55,Tierra,Psíquico,21.5,3,0
Claydol,Levitación,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,500,90.0,105,1.5,60,344,70,120,75,Tierra,Psíquico,108.0,3,0
Lileep,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,355,45.0,77,1.0,66,345,61,87,23,Roca,Planta,23.8,3,0
Cradily,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,495,45.0,97,1.5,86,346,81,107,43,Roca,Planta,60.4,3,0
Anorith,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,355,45.0,50,0.7,45,347,40,50,75,Roca,Bicho,12.5,3,0
Armaldo,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,495,45.0,100,1.5,75,348,70,80,45,Roca,Bicho,68.2,3,0
Feebas,"Swift Swim, Oblivious, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,200,255.0,20,0.6,20,349,10,55,80,Agua,,7.4,3,0
Milotic,"Marvel Scale, Competitive, Cute Charm",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,540,60.0,79,6.2,95,350,100,125,81,Agua,,162.0,3,0
Castform,Forecast,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,420,45.0,70,0.3,70,351,70,70,70,Normal,,0.8,3,0
Kecleon,"Color Change, Protean",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,440,200.0,70,1.0,60,352,60,120,40,Normal,,22.0,3,0
Shuppet,"Insomnio, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,295,225.0,35,0.6,44,353,63,33,45,Fantasma,,2.3,3,0
Banette,"Insomnio, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,555,45.0,75,1.1,64,354,93,83,75,Fantasma,,12.5,3,0
Duskull,"Levitación, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,295,190.0,90,0.8,20,355,30,90,25,Fantasma,,15.0,3,0
Dusclops,"Pressure, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,455,90.0,130,1.6,40,356,60,130,25,Fantasma,,30.6,3,0
Tropius,"Clorofila, Solar Power, Harvest",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,460,200.0,83,2.0,99,357,72,87,51,Planta,Volador,100.0,3,0
Chimecho,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,455,45.0,80,0.6,75,358,95,90,65,Psíquico,,1.0,3,0
Absol,"Pressure, Super Luck, Justified",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,565,30.0,60,1.2,65,359,115,60,115,Siniestro,,47.0,3,0
Wynaut,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,260,125.0,48,0.6,95,360,23,48,23,Psíquico,,14.0,3,0
Snorunt,"Inner Focus, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,300,190.0,50,0.7,50,361,50,50,50,Hielo,,16.8,3,0
Glalie,"Inner Focus, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,580,75.0,80,1.5,80,362,120,80,100,Hielo,,256.5,3,0
Spheal,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,290,255.0,50,0.8,70,363,55,50,25,Hielo,Agua,39.5,3,0
Sealeo,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,410,120.0,70,1.1,90,364,75,70,45,Hielo,Agua,87.6,3,0
Walrein,"Thick Fat, Ice Body, Oblivious",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,530,45.0,90,1.4,110,365,95,90,65,Hielo,Agua,150.6,3,0
Clamperl,"Shell Armor, Rattled",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,345,255.0,85,0.4,35,366,74,55,32,Agua,,52.5,3,0
Huntail,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,485,60.0,105,1.7,55,367,94,75,52,Agua,,27.0,3,0
Gorebyss,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,485,60.0,105,1.8,55,368,114,75,52,Agua,,22.6,3,0
Relicanth,"Swift Swim, Rock Head, Robustez",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,485,25.0,130,1.0,100,369,45,65,55,Agua,Roca,23.4,3,0
Luvdisc,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,330,225.0,55,0.6,43,370,40,65,97,Agua,,8.7,3,0
Bagon,"Rock Head, Sheer Force",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,300,45.0,60,0.6,45,371,40,30,50,Dragón,,42.1,3,0
Shelgon,"Rock Head, Overcoat",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,420,45.0,100,1.1,65,372,60,50,50,Dragón,,110.5,3,0
Salamence,"Intimidación, Moxie",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,700,45.0,130,1.5,95,373,120,90,120,Dragón,Volador,102.6,3,0
Beldum,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,300,3.0,80,0.6,40,374,35,60,30,Acero,Psíquico,95.2,3,0
Metang,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,420,3.0,100,1.2,60,375,55,80,50,Acero,Psíquico,202.5,3,0
Metagross,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,700,3.0,150,1.6,80,376,105,110,110,Acero,Psíquico,550.0,3,0
Regirock,"Clear Body, Robustez",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,580,3.0,200,1.7,80,377,50,100,50,Roca,,230.0,3,1
Regice,"Clear Body, Ice Body",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,580,3.0,100,1.8,80,378,100,200,50,Hielo,,175.0,3,1
Registeel,"Clear Body, Light Metal",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,580,3.0,150,1.9,80,379,75,150,50,Acero,,205.0,3,1
Latias,Levitación,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,700,3.0,120,1.4,80,380,140,150,110,Dragón,Psíquico,40.0,3,1
Latios,Levitación,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,700,3.0,100,2.0,80,381,160,120,110,Dragón,Psíquico,60.0,3,1
Kyogre,Drizzle,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,770,3.0,90,4.5,100,382,180,160,90,Agua,,352.0,3,1
Groudon,Drought,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,770,3.0,160,3.5,100,383,150,90,90,Tierra,,950.0,3,1
Rayquaza,Air Lock,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,780,45.0,100,7.0,105,384,180,100,115,Dragón,Volador,206.5,3,1
Jirachi,Serene Grace,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,600,3.0,100,0.3,100,385,100,100,100,Acero,Psíquico,1.1,3,1
Deoxys,Pressure,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,600,3.0,90,1.7,50,386,95,90,180,Psíquico,,60.8,3,1
Turtwig,"Espesura, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,318,45.0,64,0.4,55,387,45,55,31,Planta,,10.2,4,0
Grotle,"Espesura, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,405,45.0,85,1.1,75,388,55,65,36,Planta,,97.0,4,0
Torterra,"Espesura, Shell Armor",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,525,45.0,105,2.2,95,389,75,85,56,Planta,Tierra,310.0,4,0
Chimchar,"Mar Llamas, Iron Fist",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,309,45.0,44,0.5,44,390,58,44,61,Fuego,,6.2,4,0
Monferno,"Mar Llamas, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,405,45.0,52,0.9,64,391,78,52,81,Fuego,Lucha,22.0,4,0
Infernape,"Mar Llamas, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,534,45.0,71,1.2,76,392,104,71,108,Fuego,Lucha,55.0,4,0
Piplup,"Torrente, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,314,45.0,53,0.4,53,393,61,56,40,Agua,,5.2,4,0
Prinplup,"Torrente, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,405,45.0,68,0.8,64,394,81,76,50,Agua,,23.0,4,0
Empoleon,"Torrente, Defiant",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,530,45.0,88,1.7,84,395,111,101,60,Agua,Acero,84.5,4,0
Starly,"Vista Lince, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,245,255.0,30,0.3,40,396,30,30,60,Normal,Volador,2.0,4,0
Staravia,"Intimidación, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,340,120.0,50,0.6,55,397,40,40,80,Normal,Volador,15.5,4,0
Staraptor,"Intimidación, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,485,45.0,70,1.2,85,398,50,60,100,Normal,Volador,24.9,4,0
Bidoof,"Simple, Unaware, Moody",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,250,255.0,40,0.5,59,399,35,40,31,Normal,,20.0,4,0
Bibarel,"Simple, Unaware, Moody",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,410,127.0,60,1.0,79,400,55,60,71,Normal,Agua,31.5,4,0
Kricketot,"Mudar, Fuga",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,194,255.0,41,0.3,37,401,25,41,25,Bicho,,2.2,4,0
Kricketune,"Enjambre, Technician",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,384,45.0,51,1.0,77,402,55,51,65,Bicho,,25.5,4,0
Shinx,"Rivalry, Intimidación, Agallas",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,263,235.0,34,0.5,45,403,40,34,45,Eléctrico,,9.5,4,0
Luxio,"Rivalry, Intimidación, Agallas",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,363,120.0,49,0.9,60,404,60,49,60,Eléctrico,,30.5,4,0
