Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Cascoon,Mudar,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,Capullo,55,1000000,0.7,50,50.0,268,25,25,15,Bicho,,11.5,3,0
Dustox,"Polvo Escudo, Ojo Compuesto",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,45,Poison Moth,70,1000000,1.2,60,50.0,269,50,90,65,Bicho,Veneno,31.6,3,0
Lotad,"Swift Swim, Rain Dish, Ritmo Propio",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,255,Water Weed,30,1059860,0.5,40,50.0,270,40,50,30,Agua,Planta,2.6,3,0
Lombre,"Swift Swim, Rain Dish, Ritmo Propio",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,120,Jolly,50,1059860,1.2,60,50.0,271,60,70,50,Agua,Planta,32.5,3,0
Ludicolo,"Swift Swim, Rain Dish, Ritmo Propio",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45,Carefree,70,1059860,1.5,80,50.0,272,90,100,70,Agua,Planta,55.0,3,0
Seedot,"Clorofila, Early Bird, Pickpocket",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,255,Acorn,50,1059860,0.5,40,50.0,273,30,30,30,Planta,,4.0,3,0
Nuzleaf,"Clorofila, Early Bird, Pickpocket",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,120,Wily,40,1059860,1.0,70,50.0,274,60,40,60,Planta,Siniestro,28.0,3,0
Shiftry,"Clorofila, Early Bird, Pickpocket",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45,Wickid,60,1059860,1.3,90,50.0,275,90,60,80,Planta,Siniestro,59.6,3,0
Taillow,"Agallas, Scrappy",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200,Tinyswallow,30,1059860,0.3,40,50.0,276,30,30,85,Normal,Volador,2.3,3,0
Swellow,"Agallas, Scrappy",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45,Swallow,60,1059860,0.7,60,50.0,277,75,50,125,Normal,Volador,19.8,3,0
Wingull,"Vista Lince, Hydration, Rain Dish",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190,Seagull,30,1000000,0.6,40,50.0,278,55,30,85,Agua,Volador,9.5,3,0
Pelipper,"Vista Lince, Drizzle, Rain Dish",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45,Water Bird,100,1000000,1.2,60,50.0,279,95,70,65,Agua,Volador,28.0,3,0
Ralts,"Sincronía, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235,Feeling,25,1250000,0.4,28,50.0,280,45,35,40,Psíquico,Hada,6.6,3,0
Kirlia,"Sincronía, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120,Emotion,35,1250000,0.8,38,50.0,281,65,55,50,Psíquico,Hada,20.2,3,0
Gardevoir,"Sincronía, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,Embrace,65,1250000,1.6,68,50.0,282,165,135,100,Psíquico,Hada,48.4,3,0
Surskit,"Swift Swim, Rain Dish",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200,Pond Skater,32,1000000,0.5,40,50.0,283,50,52,65,Bicho,Agua,1.7,3,0
Masquerain,"Intimidación, Unnerve",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75,Eyeball,62,1000000,0.8,70,50.0,284,100,82,80,Bicho,Volador,3.6,3,0
Shroomish,"Effect Spore, Poison Heal, Quick Feet",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255,Hongo,60,1640000,0.4,60,50.0,285,40,60,35,Planta,,4.5,3,0
Breloom,"Effect Spore, Poison Heal, Technician",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90,Hongo,80,1640000,1.2,60,50.0,286,60,60,70,Planta,Lucha,39.2,3,0
Slakoth,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255,Slacker,60,1250000,0.8,60,50.0,287,35,35,30,Normal,,24.0,3,0
Vigoroth,Vital Spirit,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120,Wild Monkey,80,1250000,1.4,80,50.0,288,55,55,90,Normal,,46.5,3,0
Slaking,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45,Lazy,100,1250000,2.0,150,50.0,289,95,65,100,Normal,,130.5,3,0
Nincada,"Ojo Compuesto, Run Away",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255,Trainee,90,600000,0.5,31,50.0,290,30,30,40,Bicho,Tierra,5.5,3,0
Ninjask,"Speed Boost, Infiltrator",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120,Ninja,45,600000,0.8,61,50.0,291,50,50,160,Bicho,Volador,12.0,3,0
Shedinja,Wonder Guard,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45,Shed,45,600000,0.8,1,,292,30,30,40,Bicho,Fantasma,1.2,3,0
Whismur,"Soundproof, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190,Whisper,23,1059860,0.6,64,50.0,293,51,23,28,Normal,,16.3,3,0
Loudred,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120,Big Voice,43,1059860,1.0,84,50.0,294,71,43,48,Normal,,40.5,3,0
Exploud,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45,Loud Noise,63,1059860,1.5,104,50.0,295,91,73,68,Normal,,84.0,3,0
Makuhita,"Thick Fat, Agallas, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180,Guts,30,1640000,1.0,72,75.4,296,20,30,25,Lucha,,86.4,3,0
Hariyama,"Thick Fat, Agallas, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200,Arm Thrust,60,1640000,2.3,144,75.4,297,40,60,50,Lucha,,253.8,3,0
Azurill,"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150,Polka Dot,40,800000,0.2,50,24.6,298,20,40,20,Normal,Hada,2.0,3,0
Nosepass,"Firmeza, Magnet Pull, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255,Compass,135,1000000,1.0,30,50.0,299,45,90,30,Roca,,97.0,3,0
Skitty,"Cute Charm, Normalize, Wonder Skin ",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255,Kitten,45,800000,0.6,50,24.6,300,35,35,50,Normal,,11.0,3,0
Delcatty,"Cute Charm, Normalize, Wonder Skin ",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60,Prim,65,800000,1.1,70,24.6,301,55,55,90,Normal,,32.6,3,0
Sableye,"Vista Lince, Stall, Prankster",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45,Darkness,125,1059860,0.5,50,50.0,302,85,115,20,Siniestro,Fantasma,11.0,3,0
Mawile,"Hyper Cutter, Intimidación, Sheer Force",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45,Deceiver,125,800000,0.6,50,50.0,303,55,95,50,Acero,Hada,11.5,3,0
Aron,"Firmeza, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180,Iron Armor,100,1250000,0.4,50,50.0,304,40,40,30,Acero,Roca,60.0,3,0
Lairon,"Firmeza, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90,Iron Armor,140,1250000,0.9,60,50.0,305,50,50,40,Acero,Roca,120.0,3,0
Aggron,"Firmeza, Rock Head, Heavy Metal",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45,Iron Armor,230,1250000,2.1,70,50.0,306,60,80,50,Acero,Roca,360.0,3,0
Meditite,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180,Meditate,55,1000000,0.6,30,50.0,307,40,55,60,Lucha,Psíquico,11.2,3,0
Medicham,"Pure Power, Telepathy",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90,Meditate,85,1000000,1.3,60,50.0,308,80,85,100,Lucha,Psíquico,31.5,3,0
Electrike,"Electricidad Estática, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120,Lightning,40,1250000,0.6,40,50.0,309,65,40,65,Eléctrico,,15.2,3,0
Manectric,"Electricidad Estática, Lightningrod, Minus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45,Discharge,80,1250000,1.5,70,50.0,310,135,80,135,Eléctrico,,40.2,3,0
Plusle,"Plus, Lightningrod",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200,Cheering,40,1000000,0.4,60,50.0,311,85,75,95,Eléctrico,,4.2,3,0
Minun,"Minus, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200,Cheering,50,1000000,0.4,60,50.0,312,75,85,95,Eléctrico,,4.2,3,0
Volbeat,"Illuminate, Enjambre, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150,Firefly,75,600000,0.7,65,100.0,313,47,85,85,Bicho,,17.7,3,0
Illumise,"Despiste, Tinted Lens, Prankster",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150,Firefly,75,1640000,0.6,65,0.0,314,73,85,85,Bicho,,17.7,3,0
Roselia,"Cura Natural, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150,Thorn,45,1059860,0.3,50,50.0,315,100,80,65,Planta,Veneno,2.0,3,0
Gulpin,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225,Stomach,53,1640000,0.4,70,50.0,316,43,53,40,Veneno,,10.3,3,0
Swalot,"Liquid Ooze, Sticky Hold, Gluttony",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75,Poison Bag,83,1640000,1.7,100,50.0,317,73,83,55,Veneno,,80.0,3,0
Carvanha,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225,Savage,20,1250000,0.8,45,50.0,318,65,20,65,Agua,Siniestro,20.8,3,0
Sharpedo,"Rough Skin, Speed Boost",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60,Brutal,70,1250000,1.8,70,50.0,319,110,65,105,Agua,Siniestro,88.8,3,0
Wailmer,"Water Veil, Despiste, Presión",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125,Ball Whale,35,1640000,2.0,130,50.0,320,70,35,60,Agua,,130.0,3,0
Wailord,"Water Veil, Despiste, Presión",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60,Float Whale,45,1640000,14.5,170,50.0,321,90,45,60,Agua,,398.0,3,0
Numel,"Despiste, Simple, Ritmo Propio",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255,Numb,40,1000000,0.7,60,50.0,322,65,45,35,Fuego,Tierra,24.0,3,0
Camerupt,"Magma Armor, Solid Rock, Anger Point",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150,Eruption,100,1000000,1.9,70,50.0,323,145,105,20,Fuego,Tierra,220.0,3,0
Torkoal,"White Smoke, Drought, Shell Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90,Coal,140,1000000,0.5,70,50.0,324,85,70,20,Fuego,,80.4,3,0
Spoink,"Thick Fat, Ritmo Propio, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255,Bounce,35,800000,0.7,60,50.0,325,70,80,60,Psíquico,,30.6,3,0
Grumpig,"Thick Fat, Ritmo Propio, Gluttony",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60,Manipulate,65,800000,0.9,80,50.0,326,90,110,80,Psíquico,,71.5,3,0
Spinda,"Ritmo Propio, Tanteo, Contrary",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255,Spot Panda,60,800000,1.1,60,50.0,327,60,60,60,Normal,,5.0,3,0
Trapinch,"Hyper Cutter, Arena Trap, Sheer Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255,Ant Pit,45,1059860,0.7,45,50.0,328,45,45,10,Tierra,,15.0,3,0
Vibrava,Levitación,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,120,Vibration,50,1059860,1.1,50,50.0,329,50,50,70,Tierra,Dragón,15.3,3,0
Flygon,Levitación,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45,Mystic,80,1059860,2.0,80,50.0,330,80,80,100,Tierra,Dragón,82.0,3,0
Cacnea,"Sand Veil, Water Absorb",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,190,Cactus,40,1059860,0.4,50,50.0,331,85,40,35,Planta,,51.3,3,0
Cacturne,"Sand Veil, Water Absorb",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,60,Scarecrow,60,1059860,1.3,70,50.0,332,115,60,55,Planta,Siniestro,77.4,3,0
Swablu,"Cura Natural, Cloud Nine",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,255,Cotton Bird,60,600000,0.4,45,50.0,333,40,75,50,Normal,Volador,1.2,3,0
Altaria,"Cura Natural, Cloud Nine",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45,Humming,110,600000,1.1,75,50.0,334,110,105,80,Dragón,Volador,20.6,3,0
Zangoose,"Immunity, Toxic Boost",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90,Cat Ferret,60,600000,1.3,73,50.0,335,60,60,90,Normal,,40.3,3,0
Seviper,"Mudar, Infiltrator",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90,Fang Snake,60,1640000,2.7,73,50.0,336,100,60,65,Veneno,,52.5,3,0
Lunatone,Levitación,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45,Meteorite,65,800000,1.0,90,,337,95,85,70,Roca,Psíquico,168.0,3,0
Solrock,Levitación,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,Meteorite,85,800000,1.2,90,,338,55,65,70,Roca,Psíquico,154.0,3,0
Barboach,"Despiste, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190,Whiskers,43,1000000,0.4,50,50.0,339,46,41,60,Agua,Tierra,1.9,3,0
Whiscash,"Despiste, Anticipation, Hydration",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75,Whiskers,73,1000000,0.9,110,50.0,340,76,71,60,Agua,Tierra,23.6,3,0
Corphish,"Hyper Cutter, Shell Armor, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205,Ruffian,65,1640000,0.6,43,50.0,341,50,35,35,Agua,,11.5,3,0
Crawdaunt,"Hyper Cutter, Shell Armor, Adaptability",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,Rogue,85,1640000,1.1,63,50.0,342,90,55,55,Agua,Siniestro,32.8,3,0
Baltoy,Levitación,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255,Clay Doll,55,1000000,0.5,40,,343,40,70,55,Tierra,Psíquico,21.5,3,0
Claydol,Levitación,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90,Clay Doll,105,1000000,1.5,60,,344,70,120,75,Tierra,Psíquico,108.0,3,0
Lileep,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,45,Sea Lily,77,600000,1.0,66,88.1,345,61,87,23,Roca,Planta,23.8,3,0
Cradily,"Suction Cups, Storm Drain",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45,Barnacle,97,600000,1.5,86,88.1,346,81,107,43,Roca,Planta,60.4,3,0
Anorith,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,45,Old Shrimp,50,600000,0.7,45,88.1,347,40,50,75,Roca,Bicho,12.5,3,0
Armaldo,"Battle Armor, Swift Swim",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45,Plate,100,600000,1.5,75,88.1,348,70,80,45,Roca,Bicho,68.2,3,0
Feebas,"Swift Swim, Despiste, Adaptability",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,255,Fish,20,600000,0.6,20,50.0,349,10,55,80,Agua,,7.4,3,0
Milotic,"Marvel Scale, Competitive, Cute Charm",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60,Tender,79,600000,6.2,95,50.0,350,100,125,81,Agua,,162.0,3,0
Castform,Forecast,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,45,Weather,70,1000000,0.3,70,50.0,351,70,70,70,Normal,,0.8,3,0
Kecleon,"Color Change, Protean",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,200,Color Swap,70,1059860,1.0,60,50.0,352,60,120,40,Normal,,22.0,3,0
Shuppet,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,225,Puppet,35,800000,0.6,44,50.0,353,63,33,45,Fantasma,,2.3,3,0
Banette,"Insomnia, Frisk, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,45,Marionette,75,800000,1.1,64,50.0,354,93,83,75,Fantasma,,12.5,3,0
Duskull,"Levitación, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,190,Requiem,90,800000,0.8,20,50.0,355,30,90,25,Fantasma,,15.0,3,0
Dusclops,"Presión, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,90,Beckon,130,800000,1.6,40,50.0,356,60,130,25,Fantasma,,30.6,3,0
Tropius,"Clorofila, Poder Solar, Harvest",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,200,Fruit,83,1250000,2.0,99,50.0,357,72,87,51,Planta,Volador,100.0,3,0
Chimecho,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,45,Wind Chime,80,800000,0.6,75,50.0,358,95,90,65,Psíquico,,1.0,3,0
